entrez	ensgene	symbol	chr	start	end	strand	biotype	description
8277	ENSG00000007350	TKTL1	X	153524024	153558700	1	protein_coding	transketolase-like 1 [Source:HGNC Symbol;Acc:11835]
5080	ENSG00000007372	PAX6	11	31806340	31839509	-1	protein_coding	paired box 6 [Source:HGNC Symbol;Acc:8620]
113000	ENSG00000007376	RPUSD1	16	834974	838397	-1	protein_coding	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:14173]
64285	ENSG00000007384	RHBDF1	16	108058	126354	-1	protein_coding	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:20561]
55692	ENSG00000007392	LUC7L	16	238968	279462	-1	protein_coding	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]
9254	ENSG00000007402	CACNA2D2	3	50400233	50541675	-1	protein_coding	calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:1400]
8938	ENSG00000007516	BAIAP3	16	1383602	1399439	1	protein_coding	BAI1-associated protein 3 [Source:HGNC Symbol;Acc:948]
115939	ENSG00000007520	TSR3	16	1399241	1401912	-1	protein_coding	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14175]
9091	ENSG00000007541	PIGQ	16	616995	634136	1	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]
57585	ENSG00000007545	CRAMP1L	16	1662326	1727909	1	protein_coding	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]
7005	ENSG00000007866	TEAD3	6	35441374	35464853	-1	protein_coding	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]
6401	ENSG00000007908	SELE	1	169691781	169733846	-1	protein_coding	selectin E [Source:HGNC Symbol;Acc:10718]
55735	ENSG00000007923	DNAJC11	1	6694228	6761984	-1	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:25570]
2328	ENSG00000007933	FMO3	1	171060018	171086959	1	protein_coding	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:3771]
29116	ENSG00000007944	MYLIP	6	16129356	16148479	1	protein_coding	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:21155]
27035	ENSG00000007952	NOX1	X	100098313	100129334	-1	protein_coding	NADPH oxidase 1 [Source:HGNC Symbol;Acc:7889]
1870	ENSG00000007968	E2F2	1	23832922	23857712	-1	protein_coding	E2F transcription factor 2 [Source:HGNC Symbol;Acc:3114]
5689	ENSG00000008018	PSMB1	6	170844205	170862429	-1	protein_coding	proteasome (prosome, macropain) subunit, beta type, 1 [Source:HGNC Symbol;Acc:9537]
6853	ENSG00000008056	SYN1	X	47431303	47479252	-1	protein_coding	synapsin I [Source:HGNC Symbol;Acc:11494]
3720	ENSG00000008083	JARID2	6	15246527	15522252	1	protein_coding	jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:6196]
6792	ENSG00000008086	CDKL5	X	18443703	18671749	1	protein_coding	cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:11411]
57172	ENSG00000008118	CAMK1G	1	209757062	209787283	1	protein_coding	calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]
728642	ENSG00000008128	CDK11A	1	1634169	1655766	-1	protein_coding	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]
984	ENSG00000008128	CDK11A	1	1634169	1655766	-1	protein_coding	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]
65220	ENSG00000008130	NADK	1	1682671	1711896	-1	protein_coding	NAD kinase [Source:HGNC Symbol;Acc:29831]
7021	ENSG00000008196	TFAP2B	6	50786436	50815326	1	protein_coding	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:11743]
83741	ENSG00000008197	TFAP2D	6	50681541	50740701	1	protein_coding	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) [Source:HGNC Symbol;Acc:15581]
9940	ENSG00000008226	DLEC1	3	38080696	38165516	1	protein_coding	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:2899]
9265	ENSG00000008256	CYTH3	7	6201407	6312275	-1	protein_coding	cytohesin 3 [Source:HGNC Symbol;Acc:9504]
53616	ENSG00000008277	ADAM22	7	87563458	87832204	1	protein_coding	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:201]
6856	ENSG00000008282	SYPL1	7	105730949	105753022	-1	protein_coding	synaptophysin-like 1 [Source:HGNC Symbol;Acc:11507]
1534	ENSG00000008283	CYB561	17	61509665	61523739	-1	protein_coding	cytochrome b561 [Source:HGNC Symbol;Acc:2571]
9043	ENSG00000008294	SPAG9	17	49039535	49198226	-1	protein_coding	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]
1951	ENSG00000008300	CELSR3	3	48673902	48700348	-1	protein_coding	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]
10157	ENSG00000008311	AASS	7	121715701	121784334	-1	protein_coding	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366]
55200	ENSG00000008323	PLEKHG6	12	6419602	6437672	1	protein_coding	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]
51188	ENSG00000008324	SS18L2	3	42623332	42636606	1	protein_coding	synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593]
84954	ENSG00000008382	MPND	19	4343524	4360083	1	protein_coding	MPN domain containing [Source:HGNC Symbol;Acc:25934]
4257	ENSG00000008394	MGST1	12	16500076	16762193	1	protein_coding	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]
1407	ENSG00000008405	CRY1	12	107385142	107487607	-1	protein_coding	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]
8993	ENSG00000008438	PGLYRP1	19	46522411	46526323	-1	protein_coding	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:8904]
4784	ENSG00000008441	NFIX	19	13106422	13209610	1	protein_coding	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]
6482	ENSG00000008513	ST3GAL1	8	134467091	134584183	-1	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]
64386	ENSG00000008516	MMP25	16	3096682	3110727	1	protein_coding	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]
9235	ENSG00000008517	IL32	16	3115298	3131908	1	protein_coding	interleukin 32 [Source:HGNC Symbol;Acc:16830]
5310	ENSG00000008710	PKD1	16	2138711	2185899	-1	protein_coding	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]
23542	ENSG00000008735	MAPK8IP2	22	51039114	51052409	1	protein_coding	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]
102466757	ENSG00000008838	MED24	17	38175350	38217468	-1	protein_coding	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
9862	ENSG00000008838	MED24	17	38175350	38217468	-1	protein_coding	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
23221	ENSG00000008853	RHOBTB2	8	22844930	22877712	1	protein_coding	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]
54497	ENSG00000008869	HEATR5B	2	37195526	37311485	-1	protein_coding	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:29273]
7095	ENSG00000008952	SEC62	3	169684423	169716161	1	protein_coding	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11846]
26795	ENSG00000008988	RPS20	8	56979854	56987069	-1	protein_coding	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]
6224	ENSG00000008988	RPS20	8	56979854	56987069	-1	protein_coding	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]
7812	ENSG00000009307	CSDE1	1	115259534	115301297	-1	protein_coding	cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]
9690	ENSG00000009335	UBE3C	7	156931607	157062066	1	protein_coding	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:16803]
5980	ENSG00000009413	REV3L	6	111620234	111804918	-1	protein_coding	REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]
10178	ENSG00000009694	TENM1	X	123509753	124097666	-1	protein_coding	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:8117]
5081	ENSG00000009709	PAX7	1	18957500	19075360	1	protein_coding	paired box 7 [Source:HGNC Symbol;Acc:8621]
10747	ENSG00000009724	MASP2	1	11086580	11107290	-1	protein_coding	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]
389434	ENSG00000009765	IYD	6	150690028	150727105	1	protein_coding	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]
199870	ENSG00000009780	FAM76A	1	28052490	28089633	1	protein_coding	family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:28530]
80342	ENSG00000009790	TRAF3IP3	1	209929377	209955668	1	protein_coding	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]
29954	ENSG00000009830	POMT2	14	77741299	77787227	-1	protein_coding	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]
51534	ENSG00000009844	VTA1	6	142468367	142545826	1	protein_coding	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]
51085	ENSG00000009950	MLXIPL	7	73007524	73038873	-1	protein_coding	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]
9031	ENSG00000009954	BAZ1B	7	72854728	72936608	-1	protein_coding	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]
10048	ENSG00000010017	RANBP9	6	13621730	13711796	-1	protein_coding	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]
51513	ENSG00000010030	ETV7	6	36322419	36356164	-1	protein_coding	ets variant 7 [Source:HGNC Symbol;Acc:18160]
83932	ENSG00000010072	SPRTN	1	231472850	231490769	1	protein_coding	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]
51603	ENSG00000010165	METTL13	1	171750788	171783163	1	protein_coding	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]
8798	ENSG00000010219	DYRK4	12	4671370	4723325	1	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]
7756	ENSG00000010244	ZNF207	17	30677136	30708905	1	protein_coding	zinc finger protein 207 [Source:HGNC Symbol;Acc:12998]
7384	ENSG00000010256	UQCRC1	3	48636435	48648409	-1	protein_coding	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:12585]
83930	ENSG00000010270	STARD3NL	7	38217824	38270272	1	protein_coding	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]
928	ENSG00000010278	CD9	12	6308881	6347425	1	protein_coding	CD9 molecule [Source:HGNC Symbol;Acc:1709]
57467	ENSG00000010282	HHATL	3	42734155	42744319	-1	protein_coding	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]
9918	ENSG00000010292	NCAPD2	12	6602522	6641121	1	protein_coding	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]
25900	ENSG00000010295	IFFO1	12	6647541	6665239	-1	protein_coding	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]
2696	ENSG00000010310	GIPR	19	46171502	46186982	1	protein_coding	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]
51533	ENSG00000010318	PHF7	3	52444673	52457657	1	protein_coding	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]
56920	ENSG00000010319	SEMA3G	3	52467069	52479101	-1	protein_coding	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]
11188	ENSG00000010322	NISCH	3	52489134	52527087	1	protein_coding	nischarin [Source:HGNC Symbol;Acc:18006]
23166	ENSG00000010327	STAB1	3	52529354	52558511	1	protein_coding	stabilin 1 [Source:HGNC Symbol;Acc:18628]
80199	ENSG00000010361	FUZ	19	50310126	50320633	-1	protein_coding	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:26219]
6540	ENSG00000010379	SLC6A13	12	329789	372039	-1	protein_coding	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]
3423	ENSG00000010404	IDS	X	148558521	148615470	-1	protein_coding	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:5389]
5646	ENSG00000010438	PRSS3	9	33750515	33799230	1	protein_coding	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]
7752	ENSG00000010539	ZNF200	16	3272325	3286221	-1	protein_coding	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]
920	ENSG00000010610	CD4	12	6896024	6929974	1	protein_coding	CD4 molecule [Source:HGNC Symbol;Acc:1678]
10233	ENSG00000010626	LRRC23	12	6982733	7023407	1	protein_coding	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]
695	ENSG00000010671	BTK	X	100604435	100641183	-1	protein_coding	Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:1133]
3077	ENSG00000010704	HFE	6	26087509	26098571	1	protein_coding	hemochromatosis [Source:HGNC Symbol;Acc:4886]
22955	ENSG00000010803	SCMH1	1	41492872	41707826	-1	protein_coding	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]
2534	ENSG00000010810	FYN	6	111981535	112194655	-1	protein_coding	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]
3097	ENSG00000010818	HIVEP2	6	143072604	143266338	-1	protein_coding	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]
2326	ENSG00000010932	FMO1	1	171217638	171255117	1	protein_coding	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]
6924	ENSG00000011007	TCEB3	1	24069645	24088549	1	protein_coding	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]
11313	ENSG00000011009	LYPLA2	1	24117460	24122029	1	protein_coding	lysophospholipase II [Source:HGNC Symbol;Acc:6738]
1185	ENSG00000011021	CLCN6	1	11866207	11903201	1	protein_coding	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]
9902	ENSG00000011028	MRC2	17	60704762	60770958	1	protein_coding	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]
654364	ENSG00000011052	NME2	17	49230951	49249105	1	protein_coding	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]
4831	ENSG00000011052	NME2	17	49230951	49249105	1	protein_coding	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]
6534	ENSG00000011083	SLC6A7	5	149569520	149602351	1	protein_coding	solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:11054]
10867	ENSG00000011105	TSPAN9	12	3186521	3395730	1	protein_coding	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]
55727	ENSG00000011114	BTBD7	14	93703896	93799438	-1	protein_coding	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]
9546	ENSG00000011132	APBA3	19	3750817	3761697	-1	protein_coding	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]
54903	ENSG00000011143	MKS1	17	56282803	56296966	-1	protein_coding	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]
51099	ENSG00000011198	ABHD5	3	43731605	43775863	1	protein_coding	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:21396]
3730	ENSG00000011201	KAL1	X	8496915	8700227	-1	protein_coding	Kallmann syndrome 1 sequence [Source:HGNC Symbol;Acc:6211]
26993	ENSG00000011243	AKAP8L	19	15490859	15529952	-1	protein_coding	A kinase (PRKA) anchor protein 8-like [Source:HGNC Symbol;Acc:29857]
54799	ENSG00000011258	MBTD1	17	49254786	49337524	-1	protein_coding	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]
51096	ENSG00000011260	UTP18	17	49337889	49375297	1	protein_coding	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]
54476	ENSG00000011275	RNF216	7	5659678	5821370	-1	protein_coding	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]
54902	ENSG00000011295	TTC19	17	15902694	15948329	1	protein_coding	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]
100616459	ENSG00000011304	PTBP1	19	797075	812327	1	protein_coding	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]
5725	ENSG00000011304	PTBP1	19	797075	812327	1	protein_coding	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]
8193	ENSG00000011332	DPF1	19	38701646	38720354	-1	protein_coding	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]
9066	ENSG00000011347	SYT7	11	61282785	61348620	-1	protein_coding	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]
23395	ENSG00000011376	LARS2	3	45429998	45590913	1	protein_coding	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]
5286	ENSG00000011405	PIK3C2A	11	17099277	17229530	-1	protein_coding	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]
5329	ENSG00000011422	PLAUR	19	44150247	44174699	-1	protein_coding	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]
54443	ENSG00000011426	ANLN	7	36429415	36493400	1	protein_coding	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]
58525	ENSG00000011451	WIZ	19	15532319	15560762	-1	protein_coding	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]
23637	ENSG00000011454	RABGAP1	9	125703112	125867145	1	protein_coding	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]
1634	ENSG00000011465	DCN	12	91539025	91576900	-1	protein_coding	decorin [Source:HGNC Symbol;Acc:2705]
54814	ENSG00000011478	QPCTL	19	46195741	46207247	1	protein_coding	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]
5536	ENSG00000011485	PPP5C	19	46850251	46896238	1	protein_coding	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]
23177	ENSG00000011523	CEP68	2	65283500	65314138	1	protein_coding	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076]
8491	ENSG00000011566	MAP4K3	2	39476407	39664453	-1	protein_coding	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]
27033	ENSG00000011590	ZBTB32	19	36195429	36207940	1	protein_coding	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:16763]
7305	ENSG00000011600	TYROBP	19	36395303	36399197	-1	protein_coding	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:12449]
57146	ENSG00000011638	TMEM159	16	21169698	21191937	1	protein_coding	transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]
2556	ENSG00000011677	GABRA3	X	151334706	151619830	-1	protein_coding	gamma-aminobutyric acid (GABA) A receptor, alpha 3 [Source:HGNC Symbol;Acc:4077]
672	ENSG00000012048	BRCA1	17	41196312	41277500	-1	protein_coding	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]
2067	ENSG00000012061	ERCC1	19	45910591	45982086	-1	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]
933	ENSG00000012124	CD22	19	35810164	35838258	1	protein_coding	CD22 molecule [Source:HGNC Symbol;Acc:1643]
102465526	ENSG00000012171	SEMA3B	3	50304990	50314977	1	processed_transcript	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]
7869	ENSG00000012171	SEMA3B	3	50304990	50314977	1	processed_transcript	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]
51360	ENSG00000012174	MBTPS2	X	21857754	21903542	1	protein_coding	membrane-bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:15455]
4007	ENSG00000012211	PRICKLE3	X	49031151	49042845	-1	protein_coding	prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]
4057	ENSG00000012223	LTF	3	46477136	46526724	-1	protein_coding	lactotransferrin [Source:HGNC Symbol;Acc:6720]
2137	ENSG00000012232	EXTL3	8	28457986	28613116	1	protein_coding	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]
9971	ENSG00000012504	NR1H4	12	100867486	100958191	1	protein_coding	nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:7967]
60481	ENSG00000012660	ELOVL5	6	53132196	53213947	-1	protein_coding	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]
240	ENSG00000012779	ALOX5	10	45869661	45941561	1	protein_coding	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]
8284	ENSG00000012817	KDM5D	Y	21865751	21906825	-1	protein_coding	lysine (K)-specific demethylase 5D [Source:HGNC Symbol;Acc:11115]
57658	ENSG00000012822	CALCOCO1	12	54104903	54121529	-1	protein_coding	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:29306]
55148	ENSG00000012963	UBR7	14	93673401	93695561	1	protein_coding	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]
